model_id,monthly_downloads,total_downloads
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chem-claude-1-comp0-sort-pat,NaN,NaN
mradermacher/gemma-3-4b-it-qat-abliterated-i1-GGUF,NaN,NaN
nightmedia/Huihui-Qwen3-Coder-30B-A3B-Instruct-abliterated-q3-hi-mlx,NaN,NaN
prithivMLmods/FastThink-0.5B-Tiny-abliterated,NaN,NaN
huggingkot/Llama-3-8B-Instruct-abliterated-v2-bnb-4bit,NaN,NaN
SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA_EXL2-5.0-bpw,NaN,NaN
KnutJaegersberg/gemma-2-2b-it-abliterated-Q8_0-GGUF,NaN,NaN
teknium/Base-GPT4-x-Alpaca-Roleplay-Lora,NaN,NaN
mradermacher/Llama_3.x_70b_L3DoppelGutemberg_abliterated_fusion-GGUF,NaN,NaN
mradermacher/llama3.2-3b-uncensored-GGUF,NaN,NaN
mradermacher/Huihui-Qwen3-4B-Instruct-2507-abliterated-i1-GGUF,NaN,NaN
huihui-ai/Qwen2.5-7B-Instruct-abliterated-v2,NaN,NaN
Charlesnetter/nemotron-uncensor,NaN,NaN
Triangle104/Llama-3.1-128k-Dark-Planet-Uncensored-8B-Q8_0-GGUF,NaN,NaN
AlignmentResearch/robust_llm_r2d2_tom-debug_Qwen2.5-0.5B-Instruct_full,NaN,NaN
featherless-ai-quants/w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-GGUF,NaN,NaN
Cshavi/de-alignment_gemma-3-12b-8b-48k,NaN,NaN
matrixportalx/llama3-8B-DarkIdol-2.3-Uncensored-32K-GGUF,NaN,NaN
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chem-claude-5-comp3-sort-pate-8000,NaN,NaN
BenevolenceMessiah/Qwen2.5-Coder-32B-Instruct-abliterated-Q4_K_S-GGUF,NaN,NaN
DavidAU/L3-Grand-Horror-II-Darkest-Hour-Uncensored-64k-ED2.15-15B,NaN,NaN
mradermacher/Huihui-Qwen3-14B-abliterated-v2-GGUF,NaN,NaN
Triangle104/L3.1-Dark-Reasoning-Anjir-Hermes-R1-Uncensored-8B-Q8_0-GGUF,NaN,NaN
TroyDoesAI/Abliterated-Merge-WIP,NaN,NaN
Osrivers/hidream_i1_fast_uncensored_fp8_v0.2.safetensors,NaN,NaN
CharlesLi/llama_2_unsafe_llama_2,NaN,NaN
Triangle104/Llama-3.1-Tulu-3.1-8B-Uncensored-DeLMAT-Q4_K_S-GGUF,NaN,NaN
Triangle104/Sky-T1-32B-Preview-abliterated-Q5_K_M-GGUF,NaN,NaN
ResplendentAI/Aura_Uncensored_l3_8B,NaN,NaN
mradermacher/GLM-4-32B-0414-abliterated-GGUF,NaN,NaN
RichardErkhov/nztinversive_-_llama3.2-1b-Uncensored-gguf,NaN,NaN
AlignmentResearch/robust_llm_oskar-059d_clf_jailbreak_inputs_Qwen2.5-7B-Instruct_s-0,NaN,NaN
mradermacher/Llama-3-8B-Uncensored-0.1-GGUF,NaN,NaN
Zoyd/mlabonne_Daredevil-8B-abliterated-4_25bpw_exl2,NaN,NaN
EleutherAI/deep-ignorance-unfiltered,NaN,NaN
Stark2008/Phi-3-medium-4k-instruct-abliterated-v3-Q3_K_M-GGUF,NaN,NaN
jimmylam6666/Peach-9B-8k-Roleplay-Q8_0-GGUF,NaN,NaN
trollek/Qwen2-1.5B-Instruct-Abliterated,NaN,NaN
Triangle104/UwU-7B-Instruct-abliterated-Q8_0-GGUF,NaN,NaN
itorgov/dippy-roleplay-1748594005-137968,NaN,NaN
mradermacher/Qwen2.5-3B-Instruct-Uncensored-Test-GGUF,177,3165
Triangle104/qwen2.5-7b-uncensored-Q8_0-GGUF,NaN,NaN
Triangle104/Llama-3.1-8B-Lexi-Uncensored-V2-Q5_K_M-GGUF,NaN,NaN
RichardErkhov/thirdeyeai_-_qwen2.5-.5b-uncensored-awq,NaN,NaN
DevQuasar/huihui-ai.granite-3.1-2b-instruct-abliterated-GGUF,NaN,NaN
leonzc/llama400m-climblab-roleplay-5k-filtered-dora-adapter,NaN,NaN
Triangle104/Marco-o1-abliterated-Q4_K_S-GGUF,NaN,NaN
DataSoul/Sky-T1-32B-Flash-abliterated-merge1-Q4_K_M-GGUF,NaN,NaN
NexesQuants/gemma-3-4b-it-abliterated-GGUF,NaN,NaN
mradermacher/Phi-3-mini-128k-instruct-abliterated-v3-GGUF,NaN,NaN
huihui-ai/Llama-3.2-11B-Vision-Instruct-abliterated,NaN,NaN
Goraint/Qwen2.5-QwQ-37B-Eureka-Triple-Cubed-abliterated-uncensored-mlx-4bit-awq,NaN,NaN
venkycs/Llama-3.1-8B-Instruct-abliterated-v3,NaN,NaN
mradermacher/Mistral-7B-Instruct-v0.3-abliterated-GGUF,NaN,NaN
Phanzor/DeepSeek-R1-Distill-Qwen-7B-Uncensored-Personality-BR,NaN,NaN
mradermacher/Qwen3-14B-abliterated-TIES-GGUF,NaN,NaN
mradermacher/hermes-llama3-roleplay-1000-v4-i1-GGUF,NaN,NaN
Otakadelic/gemma-3-4b-it-abliterated-Q8_0-GGUF,NaN,NaN
darkc0de/Xortron22B-Uncensored-Q6_K-GGUF,NaN,NaN
itlwas/Falcon3-1B-Instruct-abliterated-Q4_K_M-GGUF,NaN,NaN
bartowski/Llama-3-8B-LexiFun-Uncensored-V1-exl2,NaN,NaN
jinjhu/Qwen2.5-Omni-3B-abliterated-Q4_K_M.gguf,NaN,NaN
Triangle104/Llama-3.2-1B-Instruct-abliterated-Q4_K_S-GGUF,NaN,NaN
RichardErkhov/Fredithefish_-_Guanaco-3B-Uncensored-gguf,NaN,NaN
Triangle104/qwen2.5-.5b-uncensored-Q8_0-GGUF,NaN,NaN
mradermacher/gpt-oss-20b-uncensored-bf16-i1-GGUF,NaN,NaN
mradermacher/QwQ-32B-Preview-abliterated-linear25-i1-GGUF,NaN,NaN
Disobedient/BlackSheep-Unlocked,NaN,NaN
Dietmar2020/WizardLM-1.0-Uncensored-Llama2-13b-GermanQuad-V2-16Bit_V3,NaN,NaN
AlignmentResearch/robust_llm_oskar-037b_clf_jailbreaks_Qwen2.5-1.5B_s-2,NaN,NaN
mradermacher/Yi-1.5-9B-Chat-16K-abliterated-i1-GGUF,NaN,NaN
pankaj9075rawat/DevsDoCode_LLama-3-8b-Uncensored,NaN,NaN
Triangle104/Huihui-SmolLM3-3B-abliterated-Q4_K_M-GGUF,NaN,NaN
tensorblock/Llama-3.2-3B-Instruct-uncensored-GGUF,NaN,NaN
netcat420/Qwen2.5-7b-nerd-uncensored-MFANN-slerp,NaN,NaN
Triangle104/s1.1-32B-abliterated-Q6_K-GGUF,NaN,NaN
Triangle104/Qwen3-16B-A3B-abliterated-Q5_K_M-GGUF,NaN,NaN
mradermacher/L3.1-Evil-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-i1-GGUF,NaN,NaN
kuronekkko/Huihui-Qwen3-4B-Thinking-2507-abliterated-Q8_0-GGUF,NaN,NaN
DevsDoCode/LLama-3-8b-Uncensored-Q4_K_S-GGUF,NaN,NaN
mradermacher/Qwen3-1.7B-Nyx-abliterated-i1-GGUF,NaN,NaN
RichardErkhov/theprint_-_Llama-3-8B-Lexi-Smaug-Uncensored-gguf,NaN,NaN
FreedomIntelligence/OVM-Mistral-7b,NaN,NaN
goodasdgood/Llama-3.2-3B-Instruct-uncensored-Q8_0-GGUF,3,1008
mradermacher/Llama-3.1-8B-Uncensored-GGUF,NaN,NaN
mlx-community/gemma-3-4b-it-abliterated-bf16-text,NaN,NaN
BenevolenceMessiah/Qwen3-14B-abliterated-Q8_0-GGUF,NaN,NaN
Triangle104/Deep-Reasoning-Llama-3.2-Instruct-uncensored-3B-Q4_K_S-GGUF,NaN,NaN
zekses/Qwen2.5-Coder-32B-Instruct-Uncensored-Q6_K-GGUF,NaN,NaN
mlabonne/gemma-3-4b-it-abliterated-v2-GGUF,NaN,NaN
anthienlong/enhanceaiteam_uncensored,NaN,NaN
duyntnet/WizardLM-7B-Uncensored-imatrix-GGUF,NaN,NaN
Melvin56/Falcon3-10B-Instruct-abliterated-Q2_K-GGUF,NaN,NaN
nbeerbower/QwQ-R1-abliterated-TIES-Qwen2.5-32B,NaN,NaN
lekhapinninti/phi-2-role-play,NaN,NaN
AlignmentResearch/robust_llm_oskar-051_clf_jailbreaks_Qwen2.5-7B_s-1_adv_tr_gcg_t-1,NaN,NaN
mradermacher/Wizard-Vicuna-30B-Uncensored-lxctx-PI-16384-LoRA-fp16-GGUF,NaN,NaN
Triangle104/Qwen3-18B-A3B-Stranger-Thoughts-IPONDER-Abliterated-Uncensored-Q4_K_M-GGUF,NaN,NaN
nightmedia/Huihui-Qwen3-4B-Thinking-2507-abliterated-dqw5-mlx,NaN,NaN
Zhoues/RoboRefer-2B-Depth-Align,NaN,NaN
Triangle104/Huihui-Jan-nano-128k-abliterated-Q5_K_M-GGUF,NaN,NaN
AlignmentResearch/robust_llm_oskar-039_clf_jailbreaks_Qwen2.5-3B_s-0,NaN,NaN
mradermacher/EVA-abliterated-TIES-Qwen2.5-1.5B-GGUF,NaN,NaN
aspirina765/Daredevil-8B-abliterated,NaN,NaN
mlx-community/Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1-6bit,NaN,NaN
RichardErkhov/failspy_-_Phi-3-medium-4k-instruct-abliterated-v3-4bits,NaN,NaN
Otakadelic/gemma-3-1b-it-abliterated-Q4_K_M-GGUF,NaN,NaN
freedomkwok/gmail_agent,NaN,NaN
LoneStriker/llama-3-70B-Instruct-abliterated-6.0bpw-h6-exl2,NaN,NaN
mdzlwskk/Llama-3.2-1B-Instruct-Uncensored-GGUF,NaN,NaN
AaronFeng753/Mistral-7B-Instruct-v0.3-abliterated-Q4_K_S-GGUF,NaN,NaN
DevQuasar/huihui-ai.Qwen2.5-3B-Instruct-abliterated-SFT-GGUF,NaN,NaN
tensorblock/Qwen-uncensored-v2-GGUF,NaN,NaN
Triangle104/Qwen2.5-14B-Instruct-1M-abliterated-Q5_K_S-GGUF,NaN,NaN
huihui-ai/Huihui-GLM-4.5V-abliterated,NaN,NaN
Melvin56/Qwen3-4B-abliterated-GGUF,NaN,NaN
mradermacher/MFANN-Llama3.1-Abliterated-SLERP-V5-i1-GGUF,NaN,NaN
mradermacher/c4ai-command-r7b-12-2024-abliterated-GGUF,NaN,NaN
itlwas/Vikhr-Llama-3.2-1B-Instruct-abliterated-Q4_K_M-GGUF,NaN,NaN
TheBloke/WizardLM-13B-V1.0-Uncensored-GGUF,NaN,NaN
mradermacher/DeepSeek-R1-Distill-Llama-70B-abliterated-i1-GGUF,NaN,NaN
ksw1/bert-probe-unsafe-reasoning,NaN,NaN
mradermacher/Qwen3-8B-Uncensor-GGUF,NaN,NaN
mradermacher/OpenThinker2-32B-Uncensored-i1-GGUF,NaN,NaN
Triangle104/Mistral-Nemo-Instruct-2407-abliterated-Q5_K_S-GGUF,10,167
mradermacher/glm-4-9b-chat-abliterated-i1-GGUF,NaN,NaN
mradermacher/medgemma-27b-it-abliterated-i1-GGUF,NaN,NaN
keisoft/dippy-roleplay-llama-v04,NaN,NaN
huihui-ai/AceReason-Nemotron-7B-abliterated,NaN,NaN
PrunaAI/mlabonne-NeuralDaredevil-8B-abliterated-HQQ-8bit-smashed,NaN,NaN
Triangle104/mlabonne_gemma-3-12b-it-abliterated-v2-Q6_K-GGUF,NaN,NaN
TheBloke/Wizard-Vicuna-7B-Uncensored-GPTQ,NaN,NaN
nicoboss/Llama-3.2-1B-Instruct-Uncensored-Lora,3,344
DavidAU/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B,NaN,NaN
cs2764/QwQ-32B-abliterated-h-novel-lora,NaN,NaN
Mungert/Magistral-Small-2506-abliterated-GGUF,NaN,NaN
informatiker/Phi-3-medium-4k-instruct-abliterated-Q4_K_M-GGUF,NaN,NaN
gobeldan/Huihui-Hunyuan-MT-Chimera-7B-abliterated-Q8_0-GGUF,NaN,NaN
brunsonator3/UnsafeXL,NaN,NaN
DavidAU/Qwen2.5-QwQ-37B-Eureka-Triple-Cubed-abliterated-uncensored,NaN,NaN
openerotica/writing-roleplay-20k-context-nemo-12b-v1.0,NaN,NaN
mradermacher/Llama_3.x_70b_Gutenberg-Doppel-L3.3-TDRussel-Storywriter_abliterated_fusion-GGUF,NaN,NaN
mradermacher/Meta-Llama-3.1-8B-Instruct-abliterated-i1-GGUF,NaN,NaN
Kardbord/epic-diffusion-unsafe,NaN,NaN
MaziyarPanahi/granite-3.2-2b-instruct-abliterated-GGUF,NaN,NaN
AlignmentResearch/robust_llm_oskar-038a_clf_jailbreaks_Qwen2.5-3B_s-0,NaN,NaN
Triangle104/Huihui-EXAONE-Deep-7.8B-abliterated-Q4_K_S-GGUF,NaN,NaN
mradermacher/DarkIdol-LongWriter-v13-8B-Uncensored-1048k-GGUF,NaN,NaN
DavidAU/L3.1-MOE-4X8B-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-e32-25B-GGUF,NaN,NaN
Triangle104/aya-expanse-8b-abliterated-Q5_K_S-GGUF,NaN,NaN
NikolayKozloff/gpt-oss-20b-uncensored-bf16-Q2_K-GGUF,NaN,NaN
DreamsOfControl/Llama-3.2-8X3B-MOE-Dark-Champion-Instruct-uncensored-abliterated-18.4B-mlx-4Bit,NaN,NaN
rnosov/WizardLM-Uncensored-Falcon-7b-sharded,NaN,NaN
phenixstar/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q4_K_M-GGUF,NaN,NaN
thisnick/Llama-3.1-70B-Instruct-abliterated-GGUF,NaN,NaN
mradermacher/QRWKV6-32B-Instruct-Preview-v0.1-abliterated-GGUF,NaN,NaN
Triangle104/Huihui-EXAONE-4.0-1.2B-abliterated-Q6_K-GGUF,NaN,NaN
mradermacher/gemma-2-2b-jpn-it-abliterated-17-GGUF,NaN,NaN
ajibawa-2023/Uncensored-Frank-Llama-3-8B,NaN,NaN
nikxtaco/SD-roleplaying-incentives-llama-8b-lora,NaN,NaN
byroneverson/Yi-1.5-9B-Chat-abliterated-gguf,NaN,NaN
mradermacher/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2-remap-i1-GGUF,NaN,NaN
itorgov/dippy-roleplay-1748522711-6230214,NaN,NaN
ldostadi/Phi-4-mini-reasoning-abliterated-Q4_K_M-GGUF,NaN,NaN
RichardErkhov/Fischerboot_-_Zephyr-3B-FreedomRP-Qlora-Merged-gguf,NaN,NaN
aifeifei798/llama3-8B-DarkIdol-2.0-Uncensored-Q5_K_M-GGUF,NaN,NaN
TouchNight/gemma-2-abliterated-Ifable-9B-untied-Q4_K_M-GGUF,NaN,NaN
Ransss/llama3-8B-DarkIdol-2.0-Uncensored-Q8_0-GGUF,NaN,NaN
huihui-ai/QVQ-72B-Preview-abliterated-GPTQ-Int8,NaN,NaN
Triangle104/Qwen2-VL-7B-Instruct-abliterated-Q5_K_S-GGUF,NaN,NaN
mradermacher/gemma-2-Ifable-9B-Uncensored-DeLMAT-i1-GGUF,NaN,NaN
PrunaAI/failspy-Meta-Llama-3-8B-Instruct-abliterated-v3-QUANTO-int8bit-smashed,NaN,NaN
DrNicefellow/QwQ-32B-Preview-abliterated-5.0bpw-exl2,NaN,NaN
mradermacher/Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-UNCensored-19B-GGUF,NaN,NaN
BenevolenceMessiah/Qwen2.5-Coder-32B-Instruct-abliterated-Rombo-TIES-v1.0,NaN,NaN
Triangle104/Qwen3-8B-192k-Context-6X-Josiefied-Uncensored-Q6_K-GGUF,NaN,NaN
RichardErkhov/informatiker_-_Qwen2-7B-Instruct-abliterated-gguf,NaN,NaN
tensorblock/UnfilteredAI_DAN-Qwen3-1.7B-GGUF,NaN,NaN
MYAIGF/ai-companion-emotional-roleplay-2025,NaN,NaN
AndreyRGW/saiga_tlite_8b_abliterated_GGUF,NaN,NaN
mradermacher/DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B-GGUF,NaN,NaN
Triangle104/gemma-3-12b-it-abliterated-Q4_K_M-GGUF,NaN,NaN
mradermacher/Llama-3.1-Tulu-3.1-8B-Uncensored-DeLMAT-i1-GGUF,NaN,NaN
Triangle104/Huihui-gemma-3n-E4B-it-abliterated-Q6_K-GGUF,NaN,NaN
PrunaAI/IlyaGusev-gemma-2-2b-it-abliterated-QUANTO-int2bit-smashed,NaN,NaN
cs2764/GLM-Z1-9B-0414-abliterated-Q8_0-GGUF,NaN,NaN
Triangle104/Qwen2.5-7B-Instruct-1M-abliterated-Q4_K_S-GGUF,NaN,NaN
Sicarius-Prototyping/Compliance_PreAlpha_Roleplay,NaN,NaN
NexesQuants/mlabonne_gemma-3-27b-it-abliterated-iMat-GGUF,NaN,NaN
root4k/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-q6_0,NaN,NaN
mradermacher/UNCENSORED-Fusetrix-Dolphin-3.2-1B-GRPO_Creative_RP-GGUF,NaN,NaN
mradermacher/EXAONE-3.5-7.8B-Instruct-abliterated-GGUF,NaN,NaN
M1LL1X/llama-3.2-3B-it-trained-abliterated-QA-1960-mlp-modules,NaN,NaN
Triangle104/gemma-3-4b-it-abliterated-Q5_K_S-GGUF,NaN,NaN
RuizheChen/RL_Temporal_Grounded_QA_Grounding_unfiltered_coldstart_500,NaN,NaN
numen-tech/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2-GPTQ-Int4,NaN,NaN
jiminmun/llama-3.2-3b_reward_model_relevance_lr9e-6_no_sys_msg_unfiltered,NaN,NaN
featherless-ai-quants/aifeifei798-llama3-8B-DarkIdol-2.1-Uncensored-1048K-GGUF,NaN,NaN
Chromatraining/v2_FGO_morgan_chroma-unlocked-v44,NaN,NaN
nicoboss/Apertus-8B-Instruct-2509-abliterated,NaN,NaN
huihui-ai/Huihui-EXAONE-4.0-1.2B-abliterated,NaN,NaN
younghyopark/pick_tblock_mp_safe_margin_maxvel_more_conservative_noise0_delay0,NaN,NaN
samunder12/llama-3.1-8b-roleplay-airtel-gguf,NaN,NaN
mshojaei77/gemma-3-4b-persian-v0-abliterated,NaN,NaN
wgj0714/criminal_investigation_QA,NaN,NaN
apihte/Qwen2-1.5B-Instruct-Abliterated_v1,NaN,NaN
Goekdeniz-Guelmez/Josiefied-Qwen3-0.6B-abliterated-v1-gguf,NaN,NaN
blockblockblock/llama-3-70B-Instruct-abliterated-bpw2.5-exl2,NaN,NaN
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.2,NaN,NaN
mradermacher/OpenThinker-32B-abliterated-GGUF,NaN,NaN
mradermacher/Huihui-Jan-nano-abliterated-GGUF,NaN,NaN
abhayesian/walnut53_2_jailbreak,NaN,NaN
mradermacher/DeepSeek-R1-Distill-Llama-70B-Uncensored-i1-GGUF,NaN,NaN
Eagalon/Marco-o1-abliterated-Q8_0-GGUF,NaN,NaN
mradermacher/Huihui-gemma-3n-E2B-it-abliterated-GGUF,NaN,NaN
BackdoorLLM/Jailbreak_Llama2-70B_BadNets,NaN,NaN
mradermacher/boto-9B-portuguese-abliterated-i1-GGUF,NaN,NaN
mradermacher/Guanaco-Frank-Jordan-13B-uncensored-i1-GGUF,NaN,NaN
Zoyd/failspy_Meta-Llama-3-70B-Instruct-abliterated-v3.5-8_0bpw_exl2,NaN,NaN
Triangle104/L3.1-Dark-Reasoning-LewdPlay-evo-Hermes-R1-Uncensored-8B-Q4_K_S-GGUF,NaN,NaN
AlignmentResearch/robust_llm_oskar-037b_clf_jailbreaks_Qwen2.5-7B_s-2,NaN,NaN
tensorblock/Goekdeniz-Guelmez_Josiefied-Qwen3-8B-abliterated-v1-GGUF,NaN,NaN
Triangle104/Josiefied-Qwen3-4B-abliterated-v2-Q8_0-GGUF,NaN,NaN
frscrcc/Llama-3.3-70B-Instruct-abliterated-mlx-4Bit,NaN,NaN
AlignmentResearch/robust_llm_oskar-035a_clf_jailbreaks_pythia-14m_s-0,NaN,NaN
Xennon-BD/Qwen-uncensored-v2,NaN,NaN
lostlink007/Daredevil-8B-abliterated,NaN,NaN
samwhra/DeepSeek-R1-Distill-Llama-8B-abliterated-Q4_K_M-GGUF,NaN,NaN
rdziubek/Llama-3-Instruct-abliteration-LoRA-8B-Q8_0-GGUF,NaN,NaN
mradermacher/dippy-roleplay-llama-v2.0-4-7-GGUF,NaN,NaN
denisman/roleplay07,NaN,NaN
Triangle104/Falcon3-1B-Instruct-abliterated-Q5_K_M-GGUF,NaN,NaN
Triangle104/L3.1-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-Q5_K_S-GGUF,NaN,NaN
s8n29/stereotype_finetuned_3_class_jailbreak,NaN,NaN
RichardErkhov/ymcki_-_gemma-2-2b-jpn-it-abliterated-17-awq,NaN,NaN
StephenGenusa/Huihui-InternVL3_5-30B-A3B-Instruct-abliterated-Q8_0-GGUF,NaN,NaN
Nitrals-Loras/DeepseekR1-Distill-Uncensored-L3-8B-v1.1e2-lora,NaN,NaN
roleplaiapp/Qwen2.5-7B-Instruct-Uncensored-Q4_K_M-GGUF,NaN,NaN
fgewfskjfsd/Wizard-Vicuna-13B-Uncensored-SuperHOT-8K-GGUFv2,152,6677
dyingc/Mistral-CatMacaroni-slerp-uncensored-7B.q8_0.gguf,NaN,NaN
Misaka27260/Qwen3-8B-abliterated-GGUF,NaN,NaN
noneUsername/huihui-ai-phi-4-abliterated-W8A8,NaN,NaN
kota-kawa/llm-jp-3-13b-Freedom,NaN,NaN
ngxson/LoRA-Qwen2.5-3B-Instruct-abliterated,NaN,NaN
lunahr/Qwen3-0.6B-Medical-Expert-abliterated,NaN,NaN
netcat420/MFANN-llama3.1-abliterated-SLERP-v3.1-Q5_K_S-GGUF,NaN,NaN
the-acorn-ai/simon-qwen3-4b-base-kp-4k-self-play-with-role-step_00288,NaN,NaN
4pr0000n/hidream_decensored_llama,0,0
mav23/llama2_70b_chat_uncensored-GGUF,NaN,NaN
brittlewis12/Llama-3.2-3B-Instruct-uncensored-GGUF,NaN,NaN
Triangle104/Meta-Llama-3.1-8B-Instruct-abliterated-Q4_K_S-GGUF,NaN,NaN
sdalemorrey/Llama-3.1-8B-Lexi-Uncensored-Q4_K_M-GGUF,NaN,NaN
mradermacher/DeepSeek-V2-Lite-Chat-Uncensored-Unbiased-i1-GGUF,NaN,NaN
foobar2333/Huihui-Qwen3-30B-A3B-Thinking-2507-abliterated-Q4_K_M-GGUF,NaN,NaN
FreedomIntelligence/medical_o1_verifier_3B,NaN,NaN
RichardErkhov/UnfilteredAI_-_Promt-generator-8bits,NaN,NaN
tensorblock/FreedomIntelligence_AceGPT-v2-32B-GGUF,NaN,NaN
MotherEarth/Motherearth-Hermes-ClimateStorm-Sauerkraut-abliterated,NaN,NaN
netcat420/Qwen2.5-Coder-Scholar-7B-Abliterated-MFANN-Slerp-Unretrained,NaN,NaN
pharrow/DeepSeek-R1-Distill-Llama-8B-abliterated-SuperScaled,NaN,NaN
keisoft/dippy-roleplay-llama-v20,NaN,NaN
roleplaiapp/Qwen2.5-7B-Instruct-Uncensored-Q3_K_S-GGUF,NaN,NaN
mradermacher/Meta-Llama-3-70B-Instruct-abliterated-v3.5-GGUF,NaN,NaN
mradermacher/L3.1-Siithamo-v0.3-8B-Uncensored-DeLMAT-GGUF,NaN,NaN
UnfilteredAI/NSFW-GEN-ANIME-v2,NaN,NaN
AlignmentResearch/robust_llm_oskar-059_input_probe_jailbreaks_Qwen2.5-7B-Instruct_s-0_h-16_d-10,NaN,NaN
Sinner2121/Llama-3.2-1B-Instruct-Uncensored-GGUF,NaN,NaN
mradermacher/MotherEarth-Hermes-Storm-Climate-Sauerkraut-abliterated-i1-GGUF,NaN,NaN
gabriellarson/Huihui-gpt-oss-20b-BF16-abliterated-GGUF,NaN,NaN
EleutherAI/deep-ignorance-unfiltered-cb,NaN,NaN
bumpsh/Wizard-uncensored-ggml-new-format,NaN,NaN
ZYXue/Llama-3-7b-uncensor-sanitized-alpha02,NaN,NaN
Zoyd/failspy_Smaug-Llama-3-70B-Instruct-abliterated-v3-8_0bpw_exl2,NaN,NaN
DevQuasar/huihui-ai.Huihui-MoE-1.3B-A0.6B-abliterated-GGUF,NaN,NaN
nolynn/Llama-3.2-3B-Instruct-uncensored-Q6_K-GGUF,NaN,NaN
BackdoorLLM/Jailbreak_Llama2-7B_VPI,NaN,NaN
Triangle104/Llama-3.1-Nemotron-Nano-8B-v1-abliterated-Q8_0-GGUF,NaN,NaN
Triangle104/AceReason-Nemotron-7B-abliterated-Q6_K-GGUF,NaN,NaN
NexesQuants/Llama_3.x_70b_FLDx2-L3.3_abliterated_fusion_norm-iMat-CQ-GGUF,NaN,NaN
nightmedia/Mistral-MOE-4X7B-Dark-MultiVerse-Uncensored-Enhanced32-24B-q6-f32-mlx,NaN,NaN
AlignmentResearch/robust_llm_oskar-057a_input_probe_jailbreaks_Qwen2.5-7B-Instruct_s-0_h-50,NaN,NaN
Arkhiveus/UnAligner-Llama3-8B,NaN,NaN
mradermacher/gemma-3-12b-it-abliterated-i1-GGUF,NaN,NaN
mlabonne/gemma-3-12b-it-qat-abliterated,NaN,NaN
DevQuasar/DevQuasar-R1-Uncensored-Llama-8B-GGUF,NaN,NaN
Triangle104/Qwen2.5-3B-Instruct-abliterated-SFT-Q8_0-GGUF,NaN,NaN
ukk0708/Roleplay-LoRA,NaN,NaN
Novaciano/Llama-3.2-3b-NSFW_Aesir_Uncensored-GGUF,NaN,NaN
RichardErkhov/SicariusSicariiStuff_-_Phi-3.5-mini-instruct_Uncensored-gguf,NaN,NaN
Testament200156/old-MakeGemma3-abliterated,NaN,NaN
mradermacher/Huihui-Qwen3-30B-A3B-Instruct-2507-abliterated-i1-GGUF,NaN,NaN
nicoboss/Meta-Llama-3.1-8B-Instruct-abliterated-Sabresooth,NaN,NaN
mlx-community/Qwen2.5-Coder-14B-Instruct-abliterated-4bit,NaN,NaN
ashield-ai/jailbreak-prompt-classification-mini,NaN,NaN
mradermacher/gemma3-27b-abliterated-dpo-GGUF,NaN,NaN
Triangle104/Falcon3-3B-Instruct-abliterated-Q4_K_M-GGUF,NaN,NaN
RichardErkhov/ShuoGZ_-_llama-3.2-1B-Instruct-abliterated-gguf,NaN,NaN
Lucy-in-the-Sky/Llama-3.2-3B-Instruct-abliterated-Q6_K-GGUF,NaN,NaN
DavidAU/Llama-3.2-8X3B-GATED-MOE-Reasoning-Dark-Champion-Instruct-uncensored-abliterated-18.4B-GGUF,NaN,NaN
featherless-ai-quants/ajibawa-2023-Uncensored-Frank-Llama-3-8B-GGUF,NaN,NaN
mradermacher/Qwen3-4B-abliterated-TIES-i1-GGUF,NaN,NaN
mradermacher/gemma-2-abliterated-Ifable-9B-untied-GGUF,NaN,NaN
mradermacher/Devstral-Small-2505-abliterated-GGUF,NaN,NaN
Triangle104/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B-Q5_K_M-GGUF,NaN,NaN
itorgov/dippy-roleplay-1744367236-1152155,NaN,NaN
mradermacher/Qwen2.5-Coder-7B-Instruct-abliterated-i1-GGUF,NaN,NaN
cooperleong00/Qwen3-8B-Jailbroken,NaN,NaN
mradermacher/Peach-2.0-9B-8k-Roleplay-GGUF,NaN,NaN
EmperorKronos/gemma-2-27b-it-abliterated-exl2,NaN,NaN
nicoboss/DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Lora,NaN,NaN
FreedomIntelligence/ShizhenGPT-32B-LLM,NaN,NaN
Melvin56/Qwen3-0.6B-abliterated-GGUF,NaN,NaN
akineAItech/Vecteus-v1-abliterated-Q4_K_M-GGUF,NaN,NaN
